Open,High,Volume,Low,Close,Profit,id,MACD,CCI,OBV,RSI
24.992,24.992,0.0,24.992,24.992,1.0,1251.0,-0.13628113,-74.94799,24340.0,1.9399807
25.227,25.433,100.0,25.227,25.433,0.0,1256.0,-0.20719679,-15.134109,24240.0,75.51263
25.83,25.83,0.0,25.83,25.83,1.0,1261.0,-0.19663942,105.270485,24240.0,90.29566
26.0,26.0,0.0,26.0,26.0,1.0,1266.0,0.05331324,46.79373,24390.0,30.334784
27.472,27.472,0.0,27.472,27.472,1.0,1270.0,0.3290701,99.69015,24490.0,100.0
26.264,26.264,0.0,26.264,26.264,0.0,1281.0,0.042082753,-57.534775,24590.0,47.240406
24.624,24.624,0.0,24.624,24.624,1.0,1299.0,-0.4175106,-62.782906,24090.0,10.777694
24.744,24.744,0.0,24.744,24.744,0.0,1309.0,-0.29264674,5.579279,24090.0,58.093082
24.459,24.459,0.0,24.459,24.459,1.0,1310.0,-0.29230642,-105.36613,24090.0,34.80053
26.54,26.54,76.0,26.54,26.54,1.0,1317.0,0.096046835,173.40321,24414.0,99.697754
27.65,27.82,300.0,27.65,27.65,0.0,1325.0,0.6387362,58.039,24518.0,63.192734
28.88,28.88,0.0,28.88,28.88,0.0,1358.0,0.3072418,-73.40061,24177.0,48.661404
